ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,OccupancyRatio,TrafficWeight,VehicleWeight,DemandRaw,NormalizedDemand,DemandPrice,CompetitivePrice,RerouteFlag
10115,Others-CCCPS105a,2009,26.14747299,91.72804914,1867,car,average,5,0,26-11-2016,14:41:00,2016-11-26 14:41:00,0.929318068690891,2,3,11.646590343454456,0.3940505642015873,13.152404513612698,13.152404513612698,
10116,Others-CCCPS105a,2009,26.14747299,91.72804914,1893,car,low,3,0,26-11-2016,15:01:00,2016-11-26 15:01:00,0.9422598307615729,1,3,10.711299153807865,0.3668014272775711,12.934411418220568,12.934411418220568,
10117,Others-CCCPS105a,2009,26.14747299,91.72804914,1914,bike,low,3,0,26-11-2016,15:28:00,2016-11-26 15:28:00,0.9527127924340468,1,2,9.763563962170235,0.3391897419644647,12.713517935715718,10.713517935715718,Reroute Suggested
10118,Others-CCCPS105a,2009,26.14747299,91.72804914,1886,cycle,low,2,0,26-11-2016,16:01:00,2016-11-26 16:01:00,0.9387755102040817,1,1,6.6938775510204085,0.2497563053437048,11.998050442749639,13.498050442749639,
10119,Others-CCCPS105a,2009,26.14747299,91.72804914,1811,car,average,3,0,26-11-2016,16:28:00,2016-11-26 16:28:00,0.9014435042309606,2,3,7.507217521154804,0.2734524680546374,12.1876197444371,13.6876197444371,
10120,Others-CCCPS105a,2009,26.14747299,91.72804914,688,car,low,4,1,27-11-2016,08:02:00,2016-11-27 08:02:00,0.3424589347934296,1,3,13.712294673967147,0.4542335967905533,13.633868774324426,13.633868774324426,
10121,Others-CCCPS105a,2009,26.14747299,91.72804914,689,bike,average,4,1,27-11-2016,08:32:00,2016-11-27 08:32:00,0.3429566948730712,2,2,9.714783474365356,0.3377685522792313,12.70214841823385,14.20214841823385,
10122,Others-CCCPS105a,2009,26.14747299,91.72804914,698,car,low,4,1,27-11-2016,09:02:00,2016-11-27 09:02:00,0.3474365355898457,1,3,13.737182677949228,0.45495869356873364,13.639669548549868,13.639669548549868,
10123,Others-CCCPS105a,2009,26.14747299,91.72804914,723,bike,low,3,1,27-11-2016,09:32:00,2016-11-27 09:32:00,0.359880537580886,1,2,10.79940268790443,0.36936826987232935,12.954946158978636,14.454946158978636,
10124,Others-CCCPS105a,2009,26.14747299,91.72804914,755,bike,low,5,1,27-11-2016,10:01:00,2016-11-27 10:01:00,0.3758088601294176,1,2,14.879044300647088,0.4882261337516465,13.90580907001317,13.90580907001317,
10125,Others-CCCPS105a,2009,26.14747299,91.72804914,835,car,average,6,1,27-11-2016,10:32:00,2016-11-27 10:32:00,0.4156296665007466,2,3,15.078148332503734,0.494026907977089,13.952215263816711,13.952215263816711,
10126,Others-CCCPS105a,2009,26.14747299,91.72804914,949,bike,average,8,1,27-11-2016,11:01:00,2016-11-27 11:01:00,0.4723743155798905,2,2,18.361871577899453,0.5896961768901996,14.717569415121597,14.717569415121597,
10127,Others-CCCPS105a,2009,26.14747299,91.72804914,1031,car,average,7,1,27-11-2016,11:31:00,2016-11-27 11:31:00,0.5131906421105027,2,3,17.565953210552514,0.5665075819239932,14.532060655391945,16.032060655391945,
10128,Others-CCCPS105a,2009,26.14747299,91.72804914,1131,car,high,13,1,27-11-2016,12:01:00,2016-11-27 12:01:00,0.5629666500746641,3,3,26.81483325037332,0.8359680466313614,16.68774437305089,16.68774437305089,
10129,Others-CCCPS105a,2009,26.14747299,91.72804914,1236,car,high,13,1,27-11-2016,12:32:00,2016-11-27 12:32:00,0.6152314584370333,3,3,27.076157292185165,0.8435815628022547,16.74865250241804,16.74865250241804,
10130,Others-CCCPS105a,2009,26.14747299,91.72804914,1365,car,high,12,1,27-11-2016,13:08:00,2016-11-27 13:08:00,0.6794425087108014,3,3,25.397212543554005,0.7946665341462107,16.357332273169686,16.357332273169686,
10131,Others-CCCPS105a,2009,26.14747299,91.72804914,1426,car,high,12,1,27-11-2016,13:32:00,2016-11-27 13:32:00,0.7098058735689398,3,3,25.5490293678447,0.7990896244931107,16.392716995944884,16.392716995944884,
10132,Others-CCCPS105a,2009,26.14747299,91.72804914,1504,car,average,7,1,27-11-2016,14:02:00,2016-11-27 14:02:00,0.7486311597809856,2,3,18.74315579890493,0.6008046595319221,14.806437276255377,14.806437276255377,
10133,Others-CCCPS105a,2009,26.14747299,91.72804914,1565,car,average,7,1,27-11-2016,14:31:00,2016-11-27 14:31:00,0.778994524639124,2,3,18.89497262319562,0.6052277498788219,14.841821999030575,14.841821999030575,
10134,Others-CCCPS105a,2009,26.14747299,91.72804914,1576,car,low,4,1,27-11-2016,15:01:00,2016-11-27 15:01:00,0.7844698855151817,1,3,15.92234942757591,0.5186221906929652,14.148977525543723,14.148977525543723,
10135,Others-CCCPS105a,2009,26.14747299,91.72804914,1526,car,low,4,1,27-11-2016,15:32:00,2016-11-27 15:32:00,0.759581881533101,1,3,15.797909407665506,0.5149967068020637,14.119973654416508,14.119973654416508,
10136,Others-CCCPS105a,2009,26.14747299,91.72804914,1444,truck,low,3,1,27-11-2016,16:01:00,2016-11-27 16:01:00,0.7187655550024888,1,4,14.593827775012445,0.4799165246737001,13.839332197389602,13.839332197389602,
10137,Others-CCCPS105a,2009,26.14747299,91.72804914,1369,car,average,4,1,27-11-2016,16:32:00,2016-11-27 16:32:00,0.6814335490293678,2,3,12.40716774514684,0.4162095217427777,13.329676173942222,14.829676173942222,
10138,Others-CCCPS105a,2009,26.14747299,91.72804914,575,bike,low,2,0,28-11-2016,08:01:00,2016-11-28 08:01:00,0.28621204579392734,1,2,4.431060228969637,0.18383050627155062,11.470644050172405,11.470644050172405,
10139,Others-CCCPS105a,2009,26.14747299,91.72804914,652,car,low,2,0,28-11-2016,08:32:00,2016-11-28 08:32:00,0.3245395719263315,1,3,5.622697859631657,0.21854814001082404,11.748385120086592,11.748385120086592,
10140,Others-CCCPS105a,2009,26.14747299,91.72804914,750,car,average,3,0,28-11-2016,09:02:00,2016-11-28 09:02:00,0.3733200597312096,2,3,4.8666002986560475,0.1965196998897061,11.572157599117649,13.072157599117649,
10141,Others-CCCPS105a,2009,26.14747299,91.72804914,846,car,low,3,0,28-11-2016,09:28:00,2016-11-28 09:28:00,0.4211050273768044,1,3,8.105525136884022,0.2908837946020922,12.327070356816739,12.327070356816739,
10142,Others-CCCPS105a,2009,26.14747299,91.72804914,980,bike,low,3,0,28-11-2016,10:01:00,2016-11-28 10:01:00,0.4878048780487805,1,2,7.439024390243903,0.2714657028824234,12.171725623059388,13.671725623059388,
10143,Others-CCCPS105a,2009,26.14747299,91.72804914,1128,car,high,6,0,28-11-2016,10:32:00,2016-11-28 10:32:00,0.5614733698357391,3,3,8.807366849178695,0.31133152374677703,12.490652189974217,12.490652189974217,
10144,Others-CCCPS105a,2009,26.14747299,91.72804914,1219,car,average,6,0,28-11-2016,11:01:00,2016-11-28 11:01:00,0.606769537083126,2,3,12.03384768541563,0.40533307007007296,13.242664560560584,13.242664560560584,
10145,Others-CCCPS105a,2009,26.14747299,91.72804914,1304,bike,average,6,0,28-11-2016,11:32:00,2016-11-28 11:32:00,0.649079143852663,2,2,11.245395719263314,0.3823620041373206,13.058896033098563,14.558896033098563,
10146,Others-CCCPS105a,2009,26.14747299,91.72804914,1345,bike,average,6,0,28-11-2016,12:01:00,2016-11-28 12:01:00,0.6694873071179691,2,2,11.347436535589846,0.38533490092785994,13.082679207422881,14.582679207422881,
10147,Others-CCCPS105a,2009,26.14747299,91.72804914,1367,car,high,10,0,28-11-2016,12:28:00,2016-11-28 12:28:00,0.6804380288700846,3,3,17.402190144350424,0.5617364451235667,14.493891560988533,14.493891560988533,
10148,Others-CCCPS105a,2009,26.14747299,91.72804914,1218,bike,high,8,0,28-11-2016,13:02:00,2016-11-28 13:02:00,0.6062717770034843,3,2,12.031358885017422,0.40526056039225494,13.24208448313804,14.74208448313804,
10149,Others-CCCPS105a,2009,26.14747299,91.72804914,1237,car,high,8,0,28-11-2016,13:31:00,2016-11-28 13:31:00,0.615729218516675,3,3,13.078646092583377,0.4357726328180826,13.486181062544663,13.486181062544663,
10150,Others-CCCPS105a,2009,26.14747299,91.72804914,1227,car,average,5,0,28-11-2016,14:02:00,2016-11-28 14:02:00,0.6107516177202589,2,3,10.053758088601295,0.3476443703980472,12.781154963184377,12.781154963184377,
10151,Others-CCCPS105a,2009,26.14747299,91.72804914,1195,car,high,6,0,28-11-2016,14:32:00,2016-11-28 14:32:00,0.5948232951717273,3,3,8.974116475858636,0.3161896721605852,12.529517377284682,12.529517377284682,
10152,Others-CCCPS105a,2009,26.14747299,91.72804914,1164,truck,low,3,0,28-11-2016,15:02:00,2016-11-28 15:02:00,0.5793927327028372,1,4,9.896963663514185,0.34307626069551117,12.74461008556409,12.74461008556409,
10153,Others-CCCPS105a,2009,26.14747299,91.72804914,1059,car,low,2,0,28-11-2016,15:41:00,2016-11-28 15:41:00,0.5271279243404678,1,3,6.635639621702339,0.2480595788827628,11.984476631062101,13.484476631062101,
10154,Others-CCCPS105a,2009,26.14747299,91.72804914,995,car,low,2,0,28-11-2016,16:02:00,2016-11-28 16:02:00,0.4952712792434047,1,3,6.476356396217024,0.24341895950240883,11.94735167601927,11.94735167601927,
10155,Others-CCCPS105a,2009,26.14747299,91.72804914,954,car,low,3,0,28-11-2016,16:28:00,2016-11-28 16:28:00,0.47486311597809855,1,3,8.374315579890492,0.29871483980643954,12.389718718451517,12.389718718451517,
10156,Others-CCCPS105a,2009,26.14747299,91.72804914,716,car,low,2,0,29-11-2016,07:55:00,2016-11-29 07:55:00,0.35639621702339475,1,3,5.781981085116974,0.22318875939117808,11.785510075129423,11.785510075129423,
10157,Others-CCCPS105a,2009,26.14747299,91.72804914,790,truck,low,2,0,29-11-2016,08:28:00,2016-11-29 08:28:00,0.3932304629168741,1,4,6.96615231458437,0.25768886409699737,12.06151091277598,12.06151091277598,
10158,Others-CCCPS105a,2009,26.14747299,91.72804914,891,car,average,4,0,29-11-2016,09:02:00,2016-11-29 09:02:00,0.4435042309606769,2,3,7.217521154803386,0.2650123415566186,12.120098732452949,12.120098732452949,
10159,Others-CCCPS105a,2009,26.14747299,91.72804914,983,bike,low,3,0,29-11-2016,09:28:00,2016-11-29 09:28:00,0.48929815828770534,1,2,7.446490791438526,0.27168323191587745,12.17346585532702,12.17346585532702,
10160,Others-CCCPS105a,2009,26.14747299,91.72804914,1068,car,low,3,0,29-11-2016,10:01:00,2016-11-29 10:01:00,0.5316077650572424,1,3,8.658038825286212,0.3069809430776952,12.45584754462156,13.95584754462156,
10161,Others-CCCPS105a,2009,26.14747299,91.72804914,1173,car,low,4,0,29-11-2016,10:28:00,2016-11-29 10:28:00,0.5838725734196117,1,3,10.919362867098059,0.3728632363431585,12.982905890745268,12.982905890745268,
10162,Others-CCCPS105a,2009,26.14747299,91.72804914,1306,car,high,9,0,29-11-2016,11:01:00,2016-11-29 11:01:00,0.6500746640119462,3,3,15.25037332005973,0.4990445776820967,13.992356621456775,13.992356621456775,
10163,Others-CCCPS105a,2009,26.14747299,91.72804914,1384,car,average,6,0,29-11-2016,11:28:00,2016-11-29 11:28:00,0.6888999502239921,2,3,12.44449975111996,0.41729716691004815,13.338377335280384,13.338377335280384,
10164,Others-CCCPS105a,2009,26.14747299,91.72804914,1406,car,high,8,0,29-11-2016,11:55:00,2016-11-29 11:55:00,0.6998506719761075,3,3,13.499253359880537,0.44802676836932986,13.584214146954638,13.584214146954638,
10165,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,7,0,29-11-2016,12:28:00,2016-11-29 12:28:00,0.7088103534096566,2,2,13.544051767048284,0.4493319425700545,13.594655540560437,15.094655540560437,
10166,Others-CCCPS105a,2009,26.14747299,91.72804914,1469,car,high,9,0,29-11-2016,13:02:00,2016-11-29 13:02:00,0.7312095569935291,3,3,15.656047784967647,0.510863655166436,14.086909241331487,14.086909241331487,
10167,Others-CCCPS105a,2009,26.14747299,91.72804914,1448,car,high,9,0,29-11-2016,13:28:00,2016-11-29 13:28:00,0.7207565953210553,3,3,15.603782976605277,0.5093409519322573,14.074727615458059,14.074727615458059,
10168,Others-CCCPS105a,2009,26.14747299,91.72804914,1464,car,average,5,0,29-11-2016,14:01:00,2016-11-29 14:01:00,0.7287207565953211,2,3,10.643603782976605,0.36482916404092064,12.918633312327366,12.918633312327366,
10169,Others-CCCPS105a,2009,26.14747299,91.72804914,1455,car,average,5,0,29-11-2016,14:28:00,2016-11-29 14:28:00,0.7242409158785466,2,3,10.621204579392732,0.3641765769405583,12.913412615524466,12.913412615524466,
10170,Others-CCCPS105a,2009,26.14747299,91.72804914,1433,car,average,5,0,29-11-2016,14:55:00,2016-11-29 14:55:00,0.713290194126431,2,3,10.566450970632156,0.36258136402856167,12.900650912228492,12.900650912228492,
10171,Others-CCCPS105a,2009,26.14747299,91.72804914,1322,car,low,3,0,29-11-2016,15:28:00,2016-11-29 15:28:00,0.658038825286212,1,3,9.29019412643106,0.32539840124347513,12.603187209947802,12.603187209947802,
10172,Others-CCCPS105a,2009,26.14747299,91.72804914,1252,car,low,3,0,29-11-2016,16:02:00,2016-11-29 16:02:00,0.6231956197112991,1,3,9.115978098556496,0.32032272379621296,12.562581790369705,12.562581790369705,
10173,Others-CCCPS105a,2009,26.14747299,91.72804914,1139,car,low,2,0,29-11-2016,16:28:00,2016-11-29 16:28:00,0.566948730711797,1,3,6.834743653558984,0.2538603531082053,12.030882824865643,12.030882824865643,
10174,Others-CCCPS105a,2009,26.14747299,91.72804914,682,cycle,low,2,0,30-11-2016,08:02:00,2016-11-30 08:02:00,0.3394723743155799,1,1,3.6973618715778995,0.16245465325079494,11.299637226006361,12.799637226006361,
10175,Others-CCCPS105a,2009,26.14747299,91.72804914,744,car,low,2,0,30-11-2016,08:28:00,2016-11-30 08:28:00,0.3703334992533599,1,3,5.851667496266799,0.22521903037008295,11.801752242960664,11.801752242960664,
10176,Others-CCCPS105a,2009,26.14747299,91.72804914,881,car,low,3,0,30-11-2016,09:01:00,2016-11-30 09:01:00,0.4385266301642608,1,3,8.192633150821305,0.2934216333257233,12.347373066605787,12.347373066605787,
10177,Others-CCCPS105a,2009,26.14747299,91.72804914,994,car,low,3,0,30-11-2016,09:28:00,2016-11-30 09:28:00,0.49477351916376305,1,3,8.473867595818815,0.3016152269191608,12.412921815353286,12.412921815353286,
10178,Others-CCCPS105a,2009,26.14747299,91.72804914,1139,car,low,4,0,30-11-2016,10:01:00,2016-11-30 10:01:00,0.566948730711797,1,3,10.834743653558984,0.37039790729734545,12.963183258378763,12.963183258378763,
10179,Others-CCCPS105a,2009,26.14747299,91.72804914,1236,car,low,4,0,30-11-2016,10:28:00,2016-11-30 10:28:00,0.6152314584370333,1,3,11.076157292185167,0.3774313460456945,13.019450768365557,13.019450768365557,
10180,Others-CCCPS105a,2009,26.14747299,91.72804914,1316,car,average,4,0,30-11-2016,10:55:00,2016-11-30 10:55:00,0.6550522648083623,2,3,8.27526132404181,0.2958289546292819,12.366631637034256,13.866631637034256,
10181,Others-CCCPS105a,2009,26.14747299,91.72804914,1383,car,average,6,0,30-11-2016,11:28:00,2016-11-30 11:28:00,0.6884021901443504,2,3,12.442010950721752,0.4172246572322301,13.337797257857842,13.337797257857842,
10182,Others-CCCPS105a,2009,26.14747299,91.72804914,1416,car,high,10,0,30-11-2016,12:01:00,2016-11-30 12:01:00,0.7048282727725237,3,3,17.52414136386262,0.5652894193366502,14.522315354693202,14.522315354693202,
10183,Others-CCCPS105a,2009,26.14747299,91.72804914,1425,car,high,10,0,30-11-2016,12:28:00,2016-11-30 12:28:00,0.7093081134892981,3,3,17.546540567446492,0.5659420064370125,14.5275360514961,14.5275360514961,
10184,Others-CCCPS105a,2009,26.14747299,91.72804914,1423,car,high,9,0,30-11-2016,13:01:00,2016-11-30 13:01:00,0.708312593330015,3,3,15.541562966650076,0.5075282099868065,14.060225679894451,14.060225679894451,
10185,Others-CCCPS105a,2009,26.14747299,91.72804914,1437,car,high,10,0,30-11-2016,13:28:00,2016-11-30 13:28:00,0.7152812344449975,3,3,17.57640617222499,0.5668121225708289,14.534496980566631,14.534496980566631,
10186,Others-CCCPS105a,2009,26.14747299,91.72804914,1465,car,average,4,0,30-11-2016,14:01:00,2016-11-30 14:01:00,0.7292185166749626,2,3,8.646092583374813,0.3066328966241686,12.453063172993348,13.953063172993348,
10187,Others-CCCPS105a,2009,26.14747299,91.72804914,1453,car,average,5,0,30-11-2016,14:28:00,2016-11-30 14:28:00,0.7232453957192633,2,3,10.616226978596316,0.3640315575849223,12.91225246067938,12.91225246067938,
10188,Others-CCCPS105a,2009,26.14747299,91.72804914,1386,car,average,4,0,30-11-2016,15:01:00,2016-11-30 15:01:00,0.6898954703832753,2,3,8.449477351916377,0.3009046320765441,12.407237056612352,12.407237056612352,
10189,Others-CCCPS105a,2009,26.14747299,91.72804914,1325,bike,low,4,0,30-11-2016,15:28:00,2016-11-30 15:28:00,0.6595321055251369,1,2,10.297660527625684,0.35475031882421426,12.838002550593714,12.838002550593714,
10190,Others-CCCPS105a,2009,26.14747299,91.72804914,1227,car,low,2,0,30-11-2016,16:01:00,2016-11-30 16:01:00,0.6107516177202589,1,3,7.0537580886012945,0.2602412047561921,12.081929638049537,12.081929638049537,
10191,Others-CCCPS105a,2009,26.14747299,91.72804914,1150,car,low,2,0,30-11-2016,16:28:00,2016-11-30 16:28:00,0.5724240915878547,1,3,6.862120457939273,0.2546579595642037,12.03726367651363,12.03726367651363,
10192,Others-CCCPS105a,2009,26.14747299,91.72804914,883,car,low,3,0,01-12-2016,08:05:00,2016-12-01 08:05:00,0.439522150323544,1,3,8.19761075161772,0.29356665268135934,12.348533221450875,12.348533221450875,
10193,Others-CCCPS105a,2009,26.14747299,91.72804914,928,car,low,2,0,01-12-2016,08:25:00,2016-12-01 08:25:00,0.4619213539074166,1,3,6.309606769537083,0.23856081108860075,11.908486488708805,11.908486488708805,
10194,Others-CCCPS105a,2009,26.14747299,91.72804914,1064,car,low,2,0,01-12-2016,08:58:00,2016-12-01 08:58:00,0.5296167247386759,1,3,6.648083623693379,0.24842212727185298,11.987377018174822,11.987377018174822,
10195,Others-CCCPS105a,2009,26.14747299,91.72804914,1159,car,low,3,0,01-12-2016,09:25:00,2016-12-01 09:25:00,0.5769039323046292,1,3,8.884519661523147,0.31357932375913605,12.50863459007309,12.50863459007309,
10196,Others-CCCPS105a,2009,26.14747299,91.72804914,1284,bike,low,3,0,01-12-2016,09:58:00,2016-12-01 09:58:00,0.6391239422598307,1,2,8.195619711299154,0.2935086449391049,12.34806915951284,12.34806915951284,
10197,Others-CCCPS105a,2009,26.14747299,91.72804914,1419,cycle,low,4,0,01-12-2016,10:25:00,2016-12-01 10:25:00,0.7063215530114485,1,1,9.531607765057242,0.3324318399918242,12.659454719934594,14.159454719934594,
10198,Others-CCCPS105a,2009,26.14747299,91.72804914,1372,car,average,5,0,01-12-2016,10:58:00,2016-12-01 10:58:00,0.6829268292682927,2,3,10.414634146341463,0.3581582736816617,12.865266189453294,12.865266189453294,
10199,Others-CCCPS105a,2009,26.14747299,91.72804914,1442,bike,average,6,0,01-12-2016,11:32:00,2016-12-01 11:32:00,0.7177700348432056,2,2,11.588850174216027,0.39236833967620893,13.138946717409672,14.638946717409672,
10200,Others-CCCPS105a,2009,26.14747299,91.72804914,1481,bike,average,6,0,01-12-2016,11:58:00,2016-12-01 11:58:00,0.7371826779492284,2,2,11.685913389746142,0.3951962171111122,13.161569736888898,13.161569736888898,
10201,Others-CCCPS105a,2009,26.14747299,91.72804914,1522,car,high,10,0,01-12-2016,12:25:00,2016-12-01 12:25:00,0.7575908412145346,3,3,17.787954206072673,0.5729754451853615,14.583803561482892,14.583803561482892,
10202,Others-CCCPS105a,2009,26.14747299,91.72804914,1564,car,high,10,0,01-12-2016,12:58:00,2016-12-01 12:58:00,0.7784967645594824,3,3,17.892483822797413,0.5760208516537189,14.60816681322975,14.60816681322975,
10203,Others-CCCPS105a,2009,26.14747299,91.72804914,1601,car,high,9,0,01-12-2016,13:25:00,2016-12-01 13:25:00,0.796913887506222,3,3,15.98456943753111,0.520434932638416,14.163479461107329,14.163479461107329,
10204,Others-CCCPS105a,2009,26.14747299,91.72804914,1618,cycle,average,6,0,01-12-2016,13:58:00,2016-12-01 13:58:00,0.8053758088601294,2,1,11.026879044300646,0.3759956544248974,13.00796523539918,14.50796523539918,
10205,Others-CCCPS105a,2009,26.14747299,91.72804914,1579,car,high,7,0,01-12-2016,14:25:00,2016-12-01 14:25:00,0.7859631657541065,3,3,11.929815828770533,0.40230216553727927,13.218417324298235,13.218417324298235,
10206,Others-CCCPS105a,2009,26.14747299,91.72804914,1518,car,high,7,0,01-12-2016,14:58:00,2016-12-01 14:58:00,0.7555998008959681,3,3,11.777999004479842,0.39787907519037935,13.183032601523035,13.183032601523035,
10207,Others-CCCPS105a,2009,26.14747299,91.72804914,1466,car,low,2,0,01-12-2016,15:25:00,2016-12-01 15:25:00,0.7297162767546043,1,3,7.648581383773021,0.2775710177547016,12.220568142037614,13.720568142037614,
10208,Others-CCCPS105a,2009,26.14747299,91.72804914,1396,car,average,4,0,01-12-2016,15:58:00,2016-12-01 15:58:00,0.6948730711796914,2,3,8.474365355898456,0.3016297288547244,12.413037830837794,12.413037830837794,
10209,Others-CCCPS105a,2009,26.14747299,91.72804914,1344,car,low,2,0,01-12-2016,16:25:00,2016-12-01 16:25:00,0.6689895470383276,1,3,7.344947735191638,0.2687248370609018,12.149798696487215,12.149798696487215,
10210,Others-CCCPS105a,2009,26.14747299,91.72804914,812,car,low,2,0,02-12-2016,07:55:00,2016-12-02 07:55:00,0.40418118466898956,1,3,6.020905923344948,0.23014968846170908,11.841197507693673,11.841197507693673,
10211,Others-CCCPS105a,2009,26.14747299,91.72804914,894,car,average,3,0,02-12-2016,08:28:00,2016-12-02 08:28:00,0.4449975111996018,2,3,5.224987555998009,0.20696109349550265,11.655688747964021,11.655688747964021,
10212,Others-CCCPS105a,2009,26.14747299,91.72804914,975,car,low,3,0,02-12-2016,09:01:00,2016-12-02 09:01:00,0.48531607765057244,1,3,8.426580388252862,0.3002375430406182,12.401900344324945,12.401900344324945,
10213,Others-CCCPS105a,2009,26.14747299,91.72804914,1052,bike,low,3,0,02-12-2016,09:28:00,2016-12-02 09:28:00,0.5236436037829766,1,2,7.618218018914883,0.2766863996853216,12.213491197482574,12.213491197482574,
10214,Others-CCCPS105a,2009,26.14747299,91.72804914,1141,car,low,3,0,02-12-2016,10:02:00,2016-12-02 10:02:00,0.5679442508710801,1,3,8.8397212543554,0.31227414955841143,12.498193196467291,12.498193196467291,
10215,Others-CCCPS105a,2009,26.14747299,91.72804914,1225,car,low,3,0,02-12-2016,10:28:00,2016-12-02 10:28:00,0.6097560975609756,1,3,9.048780487804878,0.3183649624951261,12.546919699961009,12.546919699961009,
10216,Others-CCCPS105a,2009,26.14747299,91.72804914,1316,car,average,6,0,02-12-2016,11:01:00,2016-12-02 11:01:00,0.6550522648083623,2,3,12.27526132404181,0.41236650881842196,13.298932070547377,13.298932070547377,
10217,Others-CCCPS105a,2009,26.14747299,91.72804914,1304,cycle,average,5,0,02-12-2016,11:28:00,2016-12-02 11:28:00,0.649079143852663,2,1,8.245395719263314,0.2949588384954655,12.359670707963723,13.859670707963723,
10218,Others-CCCPS105a,2009,26.14747299,91.72804914,1382,cycle,high,10,0,02-12-2016,12:01:00,2016-12-02 12:01:00,0.6879044300647088,3,1,15.439522150323544,0.5045553131962671,14.036442505570136,14.036442505570136,
10219,Others-CCCPS105a,2009,26.14747299,91.72804914,1431,bike,high,10,0,02-12-2016,12:28:00,2016-12-02 12:28:00,0.7122946739671479,3,2,16.56147336983574,0.5372426759566357,14.297941407653084,14.297941407653084,
10220,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,02-12-2016,12:58:00,2016-12-02 12:58:00,0.7386759581881533,3,3,17.693379790940767,0.5702200774282764,14.561760619426211,14.561760619426211,
10221,Others-CCCPS105a,2009,26.14747299,91.72804914,1500,car,high,9,0,02-12-2016,13:25:00,2016-12-02 13:25:00,0.7466401194624191,3,3,15.733200597312095,0.5131114551787949,14.10489164143036,14.10489164143036,
10222,Others-CCCPS105a,2009,26.14747299,91.72804914,1453,truck,average,6,0,02-12-2016,13:58:00,2016-12-02 13:58:00,0.7232453957192633,2,4,13.616226978596316,0.4514347232267773,13.61147778581422,13.61147778581422,
10223,Others-CCCPS105a,2009,26.14747299,91.72804914,1438,bike,average,5,0,02-12-2016,14:25:00,2016-12-02 14:25:00,0.7157789945246391,2,2,9.578894972623196,0.3338095238703668,12.670476190962933,12.670476190962933,
10224,Others-CCCPS105a,2009,26.14747299,91.72804914,1380,truck,average,5,0,02-12-2016,14:58:00,2016-12-02 14:58:00,0.6869089099054256,2,4,11.434544549527129,0.387872739651491,13.10298191721193,13.10298191721193,
10225,Others-CCCPS105a,2009,26.14747299,91.72804914,1305,car,average,4,0,02-12-2016,15:31:00,2016-12-02 15:31:00,0.6495769039323046,2,3,8.247884519661524,0.2950313481732836,12.360250785386269,12.360250785386269,
10226,Others-CCCPS105a,2009,26.14747299,91.72804914,1222,car,low,3,0,02-12-2016,15:58:00,2016-12-02 15:58:00,0.6082628173220508,1,3,9.041314086610253,0.31814743346167196,12.545179467693375,12.545179467693375,
10227,Others-CCCPS105a,2009,26.14747299,91.72804914,1160,bike,average,3,0,02-12-2016,16:32:00,2016-12-02 16:32:00,0.5774016923842707,2,2,4.887008461921354,0.197114279247814,11.576914233982512,13.076914233982512,
10228,Others-CCCPS105a,2009,26.14747299,91.72804914,572,car,low,3,1,05-12-2016,08:02:00,2016-12-05 08:02:00,0.2847187655550025,1,3,11.423593827775012,0.38755369706909165,13.100429576552735,13.100429576552735,
10229,Others-CCCPS105a,2009,26.14747299,91.72804914,642,truck,low,3,1,05-12-2016,08:29:00,2016-12-05 08:29:00,0.31956197112991536,1,4,12.597809855649576,0.42176376306363883,13.37411010450911,13.37411010450911,
10230,Others-CCCPS105a,2009,26.14747299,91.72804914,720,car,low,4,1,05-12-2016,09:02:00,2016-12-05 09:02:00,0.3583872573419612,1,3,13.791936286709806,0.45655390648073035,13.652431251845842,13.652431251845842,
10231,Others-CCCPS105a,2009,26.14747299,91.72804914,811,car,low,3,1,05-12-2016,09:29:00,2016-12-05 09:29:00,0.4036834245893479,1,3,12.01841712294674,0.4048835100676012,13.239068080540811,14.739068080540811,
10232,Others-CCCPS105a,2009,26.14747299,91.72804914,947,car,low,5,1,05-12-2016,10:03:00,2016-12-05 10:03:00,0.4713787954206073,1,3,16.356893977103034,0.5312823804399934,14.250259043519948,14.250259043519948,
10233,Others-CCCPS105a,2009,26.14747299,91.72804914,1029,truck,low,5,1,05-12-2016,10:29:00,2016-12-05 10:29:00,0.5121951219512195,1,4,17.5609756097561,0.5663625625683572,14.530900500546856,14.530900500546856,
10234,Others-CCCPS105a,2009,26.14747299,91.72804914,1155,car,average,8,1,05-12-2016,11:02:00,2016-12-05 11:02:00,0.5749128919860628,2,3,19.874564459930312,0.633767559067999,15.070140472543994,15.070140472543994,
10235,Others-CCCPS105a,2009,26.14747299,91.72804914,1238,car,average,9,1,05-12-2016,11:29:00,2016-12-05 11:29:00,0.6162269785963166,2,3,22.081134892981584,0.6980546394214657,15.584437115371728,15.584437115371728,
10236,Others-CCCPS105a,2009,26.14747299,91.72804914,1310,bike,average,9,1,05-12-2016,11:56:00,2016-12-05 11:56:00,0.6520657043305127,2,2,21.260328521652564,0.674140947677079,15.393127581416632,15.393127581416632,
